id2,geography,population,housing,income,employment,poverty
06037201120,"Census Tract 2011.20, Los Angeles County, California",4295,360800,38141,57.5,1224
06037201200,"Census Tract 2012, Los Angeles County, California",2930,320300,39216,50.2,716
06037201301,"Census Tract 2013.01, Los Angeles County, California",3278,317800,43393,47.4,565
06037201302,"Census Tract 2013.02, Los Angeles County, California",3633,337700,60297,58.1,416
06037201401,"Census Tract 2014.01, Los Angeles County, California",4937,279600,46000,56.3,1372
06037201402,"Census Tract 2014.02, Los Angeles County, California",4690,332200,42875,49.8,560
06037201501,"Census Tract 2015.01, Los Angeles County, California",5196,329300,52250,56.8,889
06037201503,"Census Tract 2015.03, Los Angeles County, California",3364,320000,42034,45.8,957
06037201504,"Census Tract 2015.04, Los Angeles County, California",2211,313100,48113,53.8,336
06037201601,"Census Tract 2016.01, Los Angeles County, California",2495,315900,46925,56.7,429
06037201602,"Census Tract 2016.02, Los Angeles County, California",2930,334000,58447,58.2,287
06037201700,"Census Tract 2017, Los Angeles County, California",5637,319000,53831,47.3,1046
06037203100,"Census Tract 2031, Los Angeles County, California",4858,195700,21438,43.2,2375
06037203200,"Census Tract 2032, Los Angeles County, California",5098,283500,40053,49.4,1528
06037203300,"Census Tract 2033, Los Angeles County, California",2220,432500,36313,45.9,398
06037203500,"Census Tract 2035, Los Angeles County, California",3503,389500,40071,61.5,840
06037203600,"Census Tract 2036, Los Angeles County, California",4712,287000,27114,52.3,1390
06037203710,"Census Tract 2037.10, Los Angeles County, California",3194,284200,33456,55.1,938
06037203720,"Census Tract 2037.20, Los Angeles County, California",4381,288200,31016,46.6,1439
06037203800,"Census Tract 2038, Los Angeles County, California",4709,270500,44365,48.3,852
06037203900,"Census Tract 2039, Los Angeles County, California",2881,264400,46000,61.2,771
06037204110,"Census Tract 2041.10, Los Angeles County, California",3235,265200,37037,51.4,809
06037204120,"Census Tract 2041.20, Los Angeles County, California",2636,304600,42885,59.8,498
06037204200,"Census Tract 2042, Los Angeles County, California",2782,248600,27106,52.5,828
06037204300,"Census Tract 2043, Los Angeles County, California",5158,239900,25792,44.5,1933
06037204410,"Census Tract 2044.10, Los Angeles County, California",2097,376700,24286,50.4,1090
06037204420,"Census Tract 2044.20, Los Angeles County, California",2903,421900,25296,48.4,1368
06037204600,"Census Tract 2046, Los Angeles County, California",4694,361900,39435,59.3,1075
06037204700,"Census Tract 2047, Los Angeles County, California",4441,254200,32466,51.1,1287
06037204810,"Census Tract 2048.10, Los Angeles County, California",4083,292000,35735,48.9,1263
06037204820,"Census Tract 2048.20, Los Angeles County, California",2615,313900,48092,54,557
06037204910,"Census Tract 2049.10, Los Angeles County, California",2967,285600,36379,50.1,1203
06037204920,"Census Tract 2049.20, Los Angeles County, California",2591,286000,42169,53.3,698
06037205110,"Census Tract 2051.10, Los Angeles County, California",3629,0,32774,55.1,1513
06037205120,"Census Tract 2051.20, Los Angeles County, California",3445,346900,25466,44.9,1450
06037206010,"Census Tract 2060.10, Los Angeles County, California",2881,360000,19792,52.1,1277
06037206020,"Census Tract 2060.20, Los Angeles County, California",7363,0,86810,3.5,21
06037206031,"Census Tract 2060.31, Los Angeles County, California",3040,400000,67542,67.6,774
06037206032,"Census Tract 2060.32, Los Angeles County, California",5212,310800,23053,46.6,1892
06037206050,"Census Tract 2060.50, Los Angeles County, California",2670,320000,20333,29.7,1218
06037206200,"Census Tract 2062, Los Angeles County, California",2735,319000,15316,26.3,1375
06037206300,"Census Tract 2063, Los Angeles County, California",5222,0,10290,16,3859
06037207101,"Census Tract 2071.01, Los Angeles County, California",2934,284400,19797,39.3,1225
06037207102,"Census Tract 2071.02, Los Angeles County, California",2295,0,12647,38.6,1248
06037207103,"Census Tract 2071.03, Los Angeles County, California",2100,527200,19125,50.9,733
06037207301,"Census Tract 2073.01, Los Angeles County, California",4356,337800,21745,54.6,1557
06037207302,"Census Tract 2073.02, Los Angeles County, California",3352,454300,35174,67.9,688
06037207400,"Census Tract 2074, Los Angeles County, California",969,0,11000,0.1,19
06037207501,"Census Tract 2075.01, Los Angeles County, California",1970,343200,59760,75.6,211
06037207502,"Census Tract 2075.02, Los Angeles County, California",2281,0,23004,46.9,709
06037207710,"Census Tract 2077.10, Los Angeles County, California",2602,476100,54858,69.7,694
06037207900,"Census Tract 2079, Los Angeles County, California",4470,445400,61382,60.4,1139
06037208000,"Census Tract 2080, Los Angeles County, California",7020,289400,37721,55.9,2515
06037208301,"Census Tract 2083.01, Los Angeles County, California",2227,0,34306,56.7,870
06037208302,"Census Tract 2083.02, Los Angeles County, California",4718,320600,30837,56.4,1266
06037208401,"Census Tract 2084.01, Los Angeles County, California",5093,347400,26034,59.1,1932
06037208402,"Census Tract 2084.02, Los Angeles County, California",3170,486500,40417,57.3,852
06037208501,"Census Tract 2085.01, Los Angeles County, California",2669,325900,39886,65.3,553
06037208502,"Census Tract 2085.02, Los Angeles County, California",3714,366700,25034,58.7,1326
06037208610,"Census Tract 2086.10, Los Angeles County, California",3994,297800,39255,52.4,932
06037208620,"Census Tract 2086.20, Los Angeles County, California",4815,463100,34819,55.9,1241
06037208710,"Census Tract 2087.10, Los Angeles County, California",3865,212500,39604,65.3,1062
06037208720,"Census Tract 2087.20, Los Angeles County, California",4412,0,23939,57,2069
06037208801,"Census Tract 2088.01, Los Angeles County, California",3271,0,21697,55,1299
06037208802,"Census Tract 2088.02, Los Angeles County, California",2528,440000,30495,62,739
06037208902,"Census Tract 2089.02, Los Angeles County, California",2255,0,32422,71.2,929
06037208903,"Census Tract 2089.03, Los Angeles County, California",3799,0,26660,63.3,1153
06037208904,"Census Tract 2089.04, Los Angeles County, California",3640,0,16737,56.4,2217
06037209102,"Census Tract 2091.02, Los Angeles County, California",5057,369800,18004,57.4,2789
06037209103,"Census Tract 2091.03, Los Angeles County, California",3435,0,19136,56.7,2156
06037209104,"Census Tract 2091.04, Los Angeles County, California",2119,0,17606,47.3,1152
06037209200,"Census Tract 2092, Los Angeles County, California",2523,420000,32533,68.9,894
06037209300,"Census Tract 2093, Los Angeles County, California",4810,0,23457,52.5,2153
06037209401,"Census Tract 2094.01, Los Angeles County, California",3878,0,26193,61.1,1422
06037209402,"Census Tract 2094.02, Los Angeles County, California",3772,0,29012,70.5,1441
06037209403,"Census Tract 2094.03, Los Angeles County, California",3614,0,16296,48.2,2149
06037209510,"Census Tract 2095.10, Los Angeles County, California",2778,0,30172,67.1,887
06037209520,"Census Tract 2095.20, Los Angeles County, California",2493,759900,24492,64.2,816
06037209810,"Census Tract 2098.10, Los Angeles County, California",2768,0,26425,54.6,999
06037209820,"Census Tract 2098.20, Los Angeles County, California",2656,278300,26051,62,1079
06037210010,"Census Tract 2100.10, Los Angeles County, California",3169,251800,21316,50.4,1031
06037211000,"Census Tract 2110, Los Angeles County, California",4346,"1000000",122672,63.8,264
06037211120,"Census Tract 2111.20, Los Angeles County, California",5386,325000,45096,64,805
06037211121,"Census Tract 2111.21, Los Angeles County, California",2396,462500,39896,67.7,669
06037211122,"Census Tract 2111.22, Los Angeles County, California",2703,0,31536,58.9,671
06037211201,"Census Tract 2112.01, Los Angeles County, California",2921,557300,32705,71.2,935
06037211202,"Census Tract 2112.02, Los Angeles County, California",2491,614600,28955,64.7,671
06037211310,"Census Tract 2113.10, Los Angeles County, California",4252,471200,29344,62.2,1534
06037211320,"Census Tract 2113.20, Los Angeles County, California",3206,0,28995,61.5,963
06037211410,"Census Tract 2114.10, Los Angeles County, California",2845,589300,32799,60.7,566
06037211420,"Census Tract 2114.20, Los Angeles County, California",3238,555800,31976,62.9,784
06037211500,"Census Tract 2115, Los Angeles County, California",5024,"1000000",47216,65.6,711
06037211701,"Census Tract 2117.01, Los Angeles County, California",3150,968000,61250,62.4,198
06037211703,"Census Tract 2117.03, Los Angeles County, California",5184,256100,34907,61.2,840
06037211704,"Census Tract 2117.04, Los Angeles County, California",2944,242000,36068,58.2,511
06037211802,"Census Tract 2118.02, Los Angeles County, California",4429,271400,35516,64.8,1005
06037211803,"Census Tract 2118.03, Los Angeles County, California",3808,307100,37719,54.6,721
06037211804,"Census Tract 2118.04, Los Angeles County, California",3220,350000,36828,56.8,778
06037211910,"Census Tract 2119.10, Los Angeles County, California",4825,212500,39363,67.2,1174
06037211921,"Census Tract 2119.21, Los Angeles County, California",2213,0,35139,67.5,621
06037211922,"Census Tract 2119.22, Los Angeles County, California",3679,183700,38699,63.2,500
06037212101,"Census Tract 2121.01, Los Angeles County, California",2175,460000,37548,69.5,635
06037212102,"Census Tract 2121.02, Los Angeles County, California",2192,375000,20471,48.9,684
06037212202,"Census Tract 2122.02, Los Angeles County, California",3515,366700,28414,64.8,1593
06037212203,"Census Tract 2122.03, Los Angeles County, California",2930,0,28043,67.5,803
06037212204,"Census Tract 2122.04, Los Angeles County, California",3837,285400,30444,65.8,1497
06037212303,"Census Tract 2123.03, Los Angeles County, California",3187,0,29643,73.4,972
06037212304,"Census Tract 2123.04, Los Angeles County, California",1912,0,28824,73.4,500
06037212305,"Census Tract 2123.05, Los Angeles County, California",2999,405600,32072,64.1,742
06037212306,"Census Tract 2123.06, Los Angeles County, California",3378,431800,29919,63.1,885
06037212410,"Census Tract 2124.10, Los Angeles County, California",4160,573700,34654,63.7,1263
06037212420,"Census Tract 2124.20, Los Angeles County, California",3250,767900,26716,58.1,1196
06037212501,"Census Tract 2125.01, Los Angeles County, California",2154,0,34298,74.4,330
06037212502,"Census Tract 2125.02, Los Angeles County, California",2963,327100,42500,64.1,500
06037212610,"Census Tract 2126.10, Los Angeles County, California",4156,611100,32500,63.2,965
06037212620,"Census Tract 2126.20, Los Angeles County, California",4576,742200,35140,64.3,1183
06037212701,"Census Tract 2127.01, Los Angeles County, California",2390,636500,50243,57,281
06037212702,"Census Tract 2127.02, Los Angeles County, California",3733,776300,70833,63.4,311
06037212800,"Census Tract 2128, Los Angeles County, California",3715,620600,43977,58.8,1056
06037212900,"Census Tract 2129, Los Angeles County, California",4312,767200,27014,57.2,1327
06037213100,"Census Tract 2131, Los Angeles County, California",3073,674700,37757,56.7,731
06037213201,"Census Tract 2132.01, Los Angeles County, California",4293,339800,30853,53.4,1226
06037213202,"Census Tract 2132.02, Los Angeles County, California",3935,469200,30051,63.3,1209
06037213310,"Census Tract 2133.10, Los Angeles County, California",3696,415800,33906,55.4,972
06037213320,"Census Tract 2133.20, Los Angeles County, California",2179,459100,24904,52.1,720
06037213401,"Census Tract 2134.01, Los Angeles County, California",5496,437100,36278,69.7,1088
06037213402,"Census Tract 2134.02, Los Angeles County, California",4632,719800,32316,63.4,1092
06037214000,"Census Tract 2140, Los Angeles County, California",3579,"1000000",100446,66.1,241
06037214100,"Census Tract 2141, Los Angeles County, California",4042,"1000000",105539,65.5,159
06037214400,"Census Tract 2144, Los Angeles County, California",2987,852300,69301,78.1,481
06037214501,"Census Tract 2145.01, Los Angeles County, California",2792,"1000000",90089,73.3,423
06037214502,"Census Tract 2145.02, Los Angeles County, California",5137,0,52031,58,1498
06037214503,"Census Tract 2145.03, Los Angeles County, California",3419,0,74007,69.5,259
06037214600,"Census Tract 2146, Los Angeles County, California",2389,902700,77679,69.9,219
06037214700,"Census Tract 2147, Los Angeles County, California",2523,"1000000",91089,72.6,125
06037214800,"Census Tract 2148, Los Angeles County, California",2822,"1000000",99830,72.4,199
06037214901,"Census Tract 2149.01, Los Angeles County, California",2755,484700,55278,71,375
06037214902,"Census Tract 2149.02, Los Angeles County, California",2607,737900,56089,70,300
06037215101,"Census Tract 2151.01, Los Angeles County, California",2370,515600,51288,78.6,303
06037215102,"Census Tract 2151.02, Los Angeles County, California",3271,0,69922,79.9,508
06037216100,"Census Tract 2161, Los Angeles County, California",2537,810200,86667,62.2,159
06037216200,"Census Tract 2162, Los Angeles County, California",4880,918400,72813,75.7,558
06037216300,"Census Tract 2163, Los Angeles County, California",4807,974800,64707,68.3,488
06037216401,"Census Tract 2164.01, Los Angeles County, California",4856,554900,57083,71.1,522
06037216402,"Census Tract 2164.02, Los Angeles County, California",2788,533000,60365,64,364
06037216700,"Census Tract 2167, Los Angeles County, California",4044,670500,62333,61.8,462
06037216800,"Census Tract 2168, Los Angeles County, California",3473,"1000000",85938,68.2,468
06037216900,"Census Tract 2169, Los Angeles County, California",4855,654100,66641,63.5,444
06037217001,"Census Tract 2170.01, Los Angeles County, California",2612,907300,71518,59.5,207
06037217002,"Census Tract 2170.02, Los Angeles County, California",5119,684300,59304,63.7,372
06037217100,"Census Tract 2171, Los Angeles County, California",5607,659600,57019,73.2,920
06037217200,"Census Tract 2172, Los Angeles County, California",3891,712800,55370,67.8,597
06037218110,"Census Tract 2181.10, Los Angeles County, California",3584,454900,42902,58.6,642
06037218120,"Census Tract 2181.20, Los Angeles County, California",4842,419600,31190,58.7,1803
06037218210,"Census Tract 2182.10, Los Angeles County, California",3911,393000,30154,56.7,936
06037218220,"Census Tract 2182.20, Los Angeles County, California",4591,454900,44200,51.7,973
06037218300,"Census Tract 2183, Los Angeles County, California",5475,445500,38258,57,1272
06037218400,"Census Tract 2184, Los Angeles County, California",4162,387900,31317,51.1,1162
06037218500,"Census Tract 2185, Los Angeles County, California",3167,369400,45833,56.4,755
06037218600,"Census Tract 2186, Los Angeles County, California",3640,406300,44653,53.4,996
06037218701,"Census Tract 2187.01, Los Angeles County, California",2099,576600,41685,58.7,396
06037218702,"Census Tract 2187.02, Los Angeles County, California",2305,334000,39094,45.6,726
06037218800,"Census Tract 2188, Los Angeles County, California",2565,484000,42623,62.6,587
06037218900,"Census Tract 2189, Los Angeles County, California",5469,440000,30174,53.3,1286
06037219010,"Census Tract 2190.10, Los Angeles County, California",2652,327000,41683,53.8,765
06037219020,"Census Tract 2190.20, Los Angeles County, California",3920,306500,42125,60.3,808
06037219300,"Census Tract 2193, Los Angeles County, California",4274,312000,26764,46.9,1188
06037219500,"Census Tract 2195, Los Angeles County, California",1817,360500,69412,56,96
06037219700,"Census Tract 2197, Los Angeles County, California",4304,346900,49293,65.8,549
06037219800,"Census Tract 2198, Los Angeles County, California",3033,385300,32103,62.1,834
06037219901,"Census Tract 2199.01, Los Angeles County, California",4698,293600,28024,61.3,1469
06037219902,"Census Tract 2199.02, Los Angeles County, California",4017,311900,40273,61.1,503
06037220000,"Census Tract 2200, Los Angeles County, California",5614,314400,36021,60.4,1362
06037220100,"Census Tract 2201, Los Angeles County, California",2113,468800,23214,50.1,690
06037221110,"Census Tract 2211.10, Los Angeles County, California",3607,493300,29770,60.9,1276
06037221120,"Census Tract 2211.20, Los Angeles County, California",3349,300000,32064,64,1028
06037221210,"Census Tract 2212.10, Los Angeles County, California",3133,357700,33523,64.6,920
06037221220,"Census Tract 2212.20, Los Angeles County, California",3530,300000,31735,65.6,1060
06037221302,"Census Tract 2213.02, Los Angeles County, California",4848,526300,27402,55,2091
06037221303,"Census Tract 2213.03, Los Angeles County, California",2702,164300,27250,55.6,1229
06037221304,"Census Tract 2213.04, Los Angeles County, California",3732,377200,25459,60.8,1243
06037221401,"Census Tract 2214.01, Los Angeles County, California",3317,517400,19943,41,1148
06037221402,"Census Tract 2214.02, Los Angeles County, California",3162,503700,39821,54.1,962
06037221500,"Census Tract 2215, Los Angeles County, California",3402,451600,23657,45.8,1588
06037221601,"Census Tract 2216.01, Los Angeles County, California",3604,430000,36333,62.7,976
06037221602,"Census Tract 2216.02, Los Angeles County, California",3011,419800,33482,49.4,1008
06037221710,"Census Tract 2217.10, Los Angeles County, California",2849,440500,19833,47.4,1357
06037221810,"Census Tract 2218.10, Los Angeles County, California",2826,391900,15247,39.5,1551
06037221820,"Census Tract 2218.20, Los Angeles County, California",3298,352900,20492,47.2,1914
06037221900,"Census Tract 2219, Los Angeles County, California",4003,153600,12120,37.4,1442
06037222001,"Census Tract 2220.01, Los Angeles County, California",3128,377900,49219,54,985
06037222002,"Census Tract 2220.02, Los Angeles County, California",4622,268600,40253,53.4,577
06037222100,"Census Tract 2221, Los Angeles County, California",3795,345700,38487,61.6,931
06037222200,"Census Tract 2222, Los Angeles County, California",4216,411900,30294,59.6,1294
06037222500,"Census Tract 2225, Los Angeles County, California",5115,387100,30445,55.5,1575
06037222600,"Census Tract 2226, Los Angeles County, California",5245,338300,25560,47.8,2168
06037222700,"Census Tract 2227, Los Angeles County, California",3682,0,10833,24,436
06037224010,"Census Tract 2240.10, Los Angeles County, California",2209,0,17254,48.9,975
06037224020,"Census Tract 2240.20, Los Angeles County, California",2584,260500,27585,58,952
06037224200,"Census Tract 2242, Los Angeles County, California",2493,424100,31667,56.8,592
06037224310,"Census Tract 2243.10, Los Angeles County, California",2248,567300,28929,57.2,786
06037224320,"Census Tract 2243.20, Los Angeles County, California",2998,323700,19158,52.3,1417
06037224410,"Census Tract 2244.10, Los Angeles County, California",3381,406400,24856,47,1306
06037224420,"Census Tract 2244.20, Los Angeles County, California",2146,571400,17326,48.2,1046
06037224600,"Census Tract 2246, Los Angeles County, California",3569,346700,27596,56.2,1535
06037224700,"Census Tract 2247, Los Angeles County, California",5981,0,10671,33.7,1729
06037226001,"Census Tract 2260.01, Los Angeles County, California",1988,387500,33233,59,560
06037226002,"Census Tract 2260.02, Los Angeles County, California",1429,316700,26991,65.6,530
06037226410,"Census Tract 2264.10, Los Angeles County, California",3479,325000,23964,51.6,1677
06037226420,"Census Tract 2264.20, Los Angeles County, California",5576,283100,26462,53.8,2704
06037226700,"Census Tract 2267, Los Angeles County, California",5862,280300,28763,54.7,2560
06037227010,"Census Tract 2270.10, Los Angeles County, California",4862,282700,31415,55.7,2321
06037227020,"Census Tract 2270.20, Los Angeles County, California",3238,279200,31522,61.9,1370
06037228100,"Census Tract 2281, Los Angeles County, California",4575,195600,34250,50.8,2147
06037228210,"Census Tract 2282.10, Los Angeles County, California",3557,286500,27386,56.1,1545
06037228220,"Census Tract 2282.20, Los Angeles County, California",3944,268600,28289,55.7,1586
06037228310,"Census Tract 2283.10, Los Angeles County, California",3958,253300,32055,50.6,1531
06037228320,"Census Tract 2283.20, Los Angeles County, California",3455,295200,27000,52.6,1259
06037228410,"Census Tract 2284.10, Los Angeles County, California",3689,302100,27614,52.4,1262
06037228420,"Census Tract 2284.20, Los Angeles County, California",2940,275000,29913,58.9,1326
06037228500,"Census Tract 2285, Los Angeles County, California",4762,275000,33116,59.5,1869
06037228600,"Census Tract 2286, Los Angeles County, California",4704,249000,24388,54.5,2433
06037228710,"Census Tract 2287.10, Los Angeles County, California",4256,239400,27909,51.8,2541
06037228720,"Census Tract 2287.20, Los Angeles County, California",4538,250800,35985,57.3,1614
06037228800,"Census Tract 2288, Los Angeles County, California",5365,237700,24470,51.9,2276
06037228900,"Census Tract 2289, Los Angeles County, California",3193,253100,18246,41.9,1904
06037229100,"Census Tract 2291, Los Angeles County, California",4326,241900,42835,60.4,1408
06037229200,"Census Tract 2292, Los Angeles County, California",3795,269700,22358,50.9,1609
06037229300,"Census Tract 2293, Los Angeles County, California",5798,277600,29795,55.1,2991
06037229410,"Census Tract 2294.10, Los Angeles County, California",3207,207300,31215,52,1316
06037229420,"Census Tract 2294.20, Los Angeles County, California",4553,328600,35260,53.4,1484
06037231100,"Census Tract 2311, Los Angeles County, California",2894,266700,25197,37.3,1700
06037231210,"Census Tract 2312.10, Los Angeles County, California",3543,287800,22599,53.3,1258
06037231220,"Census Tract 2312.20, Los Angeles County, California",4240,270300,24631,52.3,1870
06037231300,"Census Tract 2313, Los Angeles County, California",4925,326900,28097,47.8,1736
06037231400,"Census Tract 2314, Los Angeles County, California",4799,320300,36273,51.2,1167
06037231500,"Census Tract 2315, Los Angeles County, California",4371,271300,42642,54.8,737
06037231600,"Census Tract 2316, Los Angeles County, California",7636,296200,32192,53.5,2545
06037231710,"Census Tract 2317.10, Los Angeles County, California",4744,254200,26329,53.5,2256
06037231720,"Census Tract 2317.20, Los Angeles County, California",4780,269900,27627,54.9,1893
06037231800,"Census Tract 2318, Los Angeles County, California",4937,272600,21900,54.1,2692
06037231900,"Census Tract 2319, Los Angeles County, California",5697,281800,27341,49.2,2716
06037232110,"Census Tract 2321.10, Los Angeles County, California",2686,272100,23897,53.4,1130
06037232120,"Census Tract 2321.20, Los Angeles County, California",5254,275000,28826,51.4,2161
06037232200,"Census Tract 2322, Los Angeles County, California",3006,293800,28793,52.6,1111
06037232300,"Census Tract 2323, Los Angeles County, California",3614,257300,32620,52.2,975
06037232400,"Census Tract 2324, Los Angeles County, California",6904,271500,35219,52.6,2020
06037232500,"Census Tract 2325, Los Angeles County, California",5056,267400,24596,51,1757
06037232600,"Census Tract 2326, Los Angeles County, California",6040,237300,33798,49.9,1679
06037232700,"Census Tract 2327, Los Angeles County, California",6068,248800,27725,55.8,1773
06037232800,"Census Tract 2328, Los Angeles County, California",4206,261600,28872,53.5,1565
06037234000,"Census Tract 2340, Los Angeles County, California",5855,359000,50923,51.2,1196
06037234200,"Census Tract 2342, Los Angeles County, California",2542,373300,47639,43.7,409
06037234300,"Census Tract 2343, Los Angeles County, California",4297,413200,31728,46,1232
06037234501,"Census Tract 2345.01, Los Angeles County, California",2577,271100,39095,49.4,653
06037234502,"Census Tract 2345.02, Los Angeles County, California",2232,343300,34148,54.3,397
06037234600,"Census Tract 2346, Los Angeles County, California",5005,355600,41113,54.8,1187
06037234700,"Census Tract 2347, Los Angeles County, California",3899,291600,34049,48.5,872
06037234800,"Census Tract 2348, Los Angeles County, California",3460,256200,51103,51.7,608
06037234901,"Census Tract 2349.01, Los Angeles County, California",3061,319200,24904,44.5,1161
06037234902,"Census Tract 2349.02, Los Angeles County, California",3771,337200,28265,45.7,1364
06037235100,"Census Tract 2351, Los Angeles County, California",4752,340900,65279,58.2,481
06037235201,"Census Tract 2352.01, Los Angeles County, California",2711,295500,36048,46.3,747
06037235202,"Census Tract 2352.02, Los Angeles County, California",4127,327200,22083,42.2,1409
06037236000,"Census Tract 2360, Los Angeles County, California",4240,471100,69875,55.3,173
06037236100,"Census Tract 2361, Los Angeles County, California",5268,342800,23375,43.5,1584
06037236202,"Census Tract 2362.02, Los Angeles County, California",5238,0,24056,48.1,2668
06037236203,"Census Tract 2362.03, Los Angeles County, California",3799,0,26921,58.2,813
06037236204,"Census Tract 2362.04, Los Angeles County, California",3444,0,28031,51.3,1682
06037236400,"Census Tract 2364, Los Angeles County, California",4440,582700,54019,53.3,449
06037237101,"Census Tract 2371.01, Los Angeles County, California",3890,267900,28080,54.1,1280
06037237102,"Census Tract 2371.02, Los Angeles County, California",2885,255300,26705,49,1226
06037237201,"Census Tract 2372.01, Los Angeles County, California",3694,274800,36172,51.9,1131
06037237202,"Census Tract 2372.02, Los Angeles County, California",4720,264300,36100,57.9,1128
06037237300,"Census Tract 2373, Los Angeles County, California",4961,242900,42006,54.9,994
06037237401,"Census Tract 2374.01, Los Angeles County, California",3482,253300,35744,57.3,602
06037237402,"Census Tract 2374.02, Los Angeles County, California",3404,227800,28850,47.2,654
06037237500,"Census Tract 2375, Los Angeles County, California",2574,270600,31393,54.3,727
06037237600,"Census Tract 2376, Los Angeles County, California",3892,254400,25530,53.5,1390
06037237710,"Census Tract 2377.10, Los Angeles County, California",3466,243100,25508,57.2,1315
06037237720,"Census Tract 2377.20, Los Angeles County, California",3389,193800,21903,45.8,1590
06037237800,"Census Tract 2378, Los Angeles County, California",4646,264300,36537,42,1016
06037237900,"Census Tract 2379, Los Angeles County, California",3738,284600,40357,44.6,837
06037238000,"Census Tract 2380, Los Angeles County, California",5704,277700,48347,46.4,1057
06037238100,"Census Tract 2381, Los Angeles County, California",5066,323000,43563,54.1,975
06037238200,"Census Tract 2382, Los Angeles County, California",5233,292000,31913,51.8,937
06037238310,"Census Tract 2383.10, Los Angeles County, California",4566,330200,25250,48.3,2386
06037238320,"Census Tract 2383.20, Los Angeles County, California",3237,293600,24111,50.9,1480
06037238400,"Census Tract 2384, Los Angeles County, California",4588,313900,41894,46.4,776
06037239201,"Census Tract 2392.01, Los Angeles County, California",3200,269000,21643,51.8,1521
06037239202,"Census Tract 2392.02, Los Angeles County, California",4967,219300,38964,49.2,1705
06037239310,"Census Tract 2393.10, Los Angeles County, California",4166,281700,31316,56,1253
06037239320,"Census Tract 2393.20, Los Angeles County, California",3442,236200,33385,54.9,1120
06037239330,"Census Tract 2393.30, Los Angeles County, California",2963,228000,37273,52.3,825
06037239501,"Census Tract 2395.01, Los Angeles County, California",3425,254700,28550,48.5,1298
06037239502,"Census Tract 2395.02, Los Angeles County, California",3385,320700,31496,48.6,1475
06037239601,"Census Tract 2396.01, Los Angeles County, California",3511,282900,30052,40.4,1811
06037239602,"Census Tract 2396.02, Los Angeles County, California",3586,260500,31429,48.1,1486
06037239701,"Census Tract 2397.01, Los Angeles County, California",4712,211400,24936,48.4,2545
06037239702,"Census Tract 2397.02, Los Angeles County, California",3732,226900,30682,44.3,1293
06037239801,"Census Tract 2398.01, Los Angeles County, California",3631,257400,29018,51.6,1551
06037239802,"Census Tract 2398.02, Los Angeles County, California",4340,264700,32317,54.9,1572
06037240010,"Census Tract 2400.10, Los Angeles County, California",3809,214100,26538,50,1679
06037240020,"Census Tract 2400.20, Los Angeles County, California",5697,221200,42568,48.1,1449
06037240200,"Census Tract 2402, Los Angeles County, California",5450,228800,27656,50.3,2275
06037240300,"Census Tract 2403, Los Angeles County, California",4558,249100,26745,43.7,1493
06037240401,"Census Tract 2404.01, Los Angeles County, California",4616,241900,30242,58.4,1535
06037240402,"Census Tract 2404.02, Los Angeles County, California",3862,250600,26250,49.2,1302
06037240500,"Census Tract 2405, Los Angeles County, California",5676,235700,31969,52,2272
06037240600,"Census Tract 2406, Los Angeles County, California",4166,192300,35476,49.2,1063
06037240700,"Census Tract 2407, Los Angeles County, California",6113,216200,27229,46.4,1820
06037240800,"Census Tract 2408, Los Angeles County, California",4992,201800,30804,44.8,2194
06037240900,"Census Tract 2409, Los Angeles County, California",5509,229900,32459,51.1,1715
06037241001,"Census Tract 2410.01, Los Angeles County, California",3918,235400,28832,49.9,1905
06037241002,"Census Tract 2410.02, Los Angeles County, California",4231,243000,46270,50.2,1075
06037241110,"Census Tract 2411.10, Los Angeles County, California",2729,247400,26860,49.9,1130
06037241120,"Census Tract 2411.20, Los Angeles County, California",4913,229400,22575,40.2,2334
06037241201,"Census Tract 2412.01, Los Angeles County, California",2614,213300,33582,48.1,615
06037241202,"Census Tract 2412.02, Los Angeles County, California",4994,256600,32500,44.7,1522
06037241300,"Census Tract 2413, Los Angeles County, California",2131,273200,27841,45.8,897
06037241400,"Census Tract 2414, Los Angeles County, California",3363,300400,31994,50.5,872
06037242000,"Census Tract 2420, Los Angeles County, California",3713,210700,33718,46.5,1216
06037242100,"Census Tract 2421, Los Angeles County, California",2714,0,12075,27.7,1877
06037242200,"Census Tract 2422, Los Angeles County, California",6195,221600,30759,50.6,2319
06037242300,"Census Tract 2423, Los Angeles County, California",5025,201800,35484,51.4,1649
06037242600,"Census Tract 2426, Los Angeles County, California",4627,0,13694,30.2,3113
06037242700,"Census Tract 2427, Los Angeles County, California",4662,185900,29458,47,1732
06037243000,"Census Tract 2430, Los Angeles County, California",5830,186200,33839,46.9,1777
06037243100,"Census Tract 2431, Los Angeles County, California",6531,192800,24677,41.9,2785
06037261101,"Census Tract 2611.01, Los Angeles County, California",3839,"1000000",149605,60,177
06037261102,"Census Tract 2611.02, Los Angeles County, California",4283,"1000000",163028,53.9,354
06037261200,"Census Tract 2612, Los Angeles County, California",3980,"1000000",131875,61.6,132
06037262100,"Census Tract 2621, Los Angeles County, California",3159,"1000000",176375,51.9,121
06037262200,"Census Tract 2622, Los Angeles County, California",4550,"1000000",201597,56.3,99
06037262301,"Census Tract 2623.01, Los Angeles County, California",2940,"1000000",201500,52.8,144
06037262302,"Census Tract 2623.02, Los Angeles County, California",2960,"1000000",159792,58.7,31
