id2,geography,population,housing,income,employment,poverty
06037408301,"Census Tract 4083.01, Los Angeles County, California",5008,334900,61333,54.9,1078
06037408302,"Census Tract 4083.02, Los Angeles County, California",3750,413800,70741,56.9,391
06037408303,"Census Tract 4083.03, Los Angeles County, California",4198,383800,86630,58,291
06037408401,"Census Tract 4084.01, Los Angeles County, California",4968,356200,69951,57.6,587
06037408402,"Census Tract 4084.02, Los Angeles County, California",5425,474100,86563,52.9,322
06037408501,"Census Tract 4085.01, Los Angeles County, California",3278,333500,55817,52.8,367
06037408503,"Census Tract 4085.03, Los Angeles County, California",6321,545200,86750,54.1,423
06037408504,"Census Tract 4085.04, Los Angeles County, California",5164,459100,71178,63,426
06037408505,"Census Tract 4085.05, Los Angeles County, California",2922,557700,79266,51.9,136
06037408623,"Census Tract 4086.23, Los Angeles County, California",3128,436700,68706,55.1,109
06037408624,"Census Tract 4086.24, Los Angeles County, California",3518,482800,89453,59.4,236
06037408625,"Census Tract 4086.25, Los Angeles County, California",4074,499300,110357,53,144
06037408626,"Census Tract 4086.26, Los Angeles County, California",4763,632500,72123,57,654
06037408627,"Census Tract 4086.27, Los Angeles County, California",2889,589700,102554,52.7,220
06037408628,"Census Tract 4086.28, Los Angeles County, California",5320,530100,71959,57.1,479
06037408629,"Census Tract 4086.29, Los Angeles County, California",2949,515000,93603,56.1,164
06037408630,"Census Tract 4086.30, Los Angeles County, California",2706,324900,46719,53.7,344
06037408631,"Census Tract 4086.31, Los Angeles County, California",5355,335900,62541,57.1,774
06037408703,"Census Tract 4087.03, Los Angeles County, California",6873,767400,101477,51.4,356
06037408704,"Census Tract 4087.04, Los Angeles County, California",3205,417900,51406,47.7,439
06037408705,"Census Tract 4087.05, Los Angeles County, California",5449,423900,62083,58.8,512
06037408706,"Census Tract 4087.06, Los Angeles County, California",1936,660400,123250,56.7,40
06037408722,"Census Tract 4087.22, Los Angeles County, California",4534,431100,71806,55.5,437
06037408723,"Census Tract 4087.23, Los Angeles County, California",2875,373100,59875,56.3,180
06037408724,"Census Tract 4087.24, Los Angeles County, California",5194,368800,38098,66.9,836
06037408800,"Census Tract 4088, Los Angeles County, California",3755,216900,26970,44.7,1435
06037430002,"Census Tract 4300.02, Los Angeles County, California",6893,326800,57974,53.2,1198
06037430003,"Census Tract 4300.03, Los Angeles County, California",4598,485700,100992,59.7,128
06037430101,"Census Tract 4301.01, Los Angeles County, California",4999,331800,43261,49.2,794
06037430102,"Census Tract 4301.02, Los Angeles County, California",5009,277400,59583,58,704
06037430200,"Census Tract 4302, Los Angeles County, California",1171,"1000000",84643,39,100
06037430301,"Census Tract 4303.01, Los Angeles County, California",4460,695000,116853,61.3,210
06037430302,"Census Tract 4303.02, Los Angeles County, California",6048,626800,106602,66.5,210
06037430400,"Census Tract 4304, Los Angeles County, California",4808,839000,110223,54.8,326
06037430501,"Census Tract 4305.01, Los Angeles County, California",4481,827400,110463,60.2,202
06037430502,"Census Tract 4305.02, Los Angeles County, California",6502,724700,83500,62.2,712
06037430600,"Census Tract 4306, Los Angeles County, California",4666,"1000000",154091,58.4,268
06037430701,"Census Tract 4307.01, Los Angeles County, California",5258,947300,100893,63.1,354
06037430721,"Census Tract 4307.21, Los Angeles County, California",3232,662300,65976,52.1,395
06037430723,"Census Tract 4307.23, Los Angeles County, California",4096,516700,53259,59.5,416
06037430724,"Census Tract 4307.24, Los Angeles County, California",5393,497200,62917,64.2,708
06037430801,"Census Tract 4308.01, Los Angeles County, California",6683,584700,66220,64.7,676
06037430802,"Census Tract 4308.02, Los Angeles County, California",4366,814600,83419,53.9,416
06037430803,"Census Tract 4308.03, Los Angeles County, California",5193,813800,78194,53.1,491
06037430901,"Census Tract 4309.01, Los Angeles County, California",4126,403000,63975,65.9,550
06037430902,"Census Tract 4309.02, Los Angeles County, California",4509,441900,75309,68.2,310
06037431001,"Census Tract 4310.01, Los Angeles County, California",6919,442000,72672,68.9,1263
06037431002,"Census Tract 4310.02, Los Angeles County, California",3156,479000,52708,58.5,374
06037431100,"Census Tract 4311, Los Angeles County, California",7061,420100,50045,60.8,686
06037431200,"Census Tract 4312, Los Angeles County, California",5833,349200,53591,56.3,1035
06037431300,"Census Tract 4313, Los Angeles County, California",2749,519000,81700,67.2,56
06037431400,"Census Tract 4314, Los Angeles County, California",3798,464900,65375,57.1,164
06037431501,"Census Tract 4315.01, Los Angeles County, California",4219,418200,45492,49.5,1022
06037431502,"Census Tract 4315.02, Los Angeles County, California",4418,447100,64342,58.5,419
06037431600,"Census Tract 4316, Los Angeles County, California",3876,925200,92109,57.6,226
06037431700,"Census Tract 4317, Los Angeles County, California",6298,876700,83792,48.8,576
06037431800,"Census Tract 4318, Los Angeles County, California",5962,543900,61676,51.2,881
06037431900,"Census Tract 4319, Los Angeles County, California",4100,580400,61563,49.4,452
06037432000,"Census Tract 4320, Los Angeles County, California",7634,630400,66407,53.3,452
06037432101,"Census Tract 4321.01, Los Angeles County, California",4379,498900,74971,61,367
06037432102,"Census Tract 4321.02, Los Angeles County, California",5490,572600,69952,53,592
06037432201,"Census Tract 4322.01, Los Angeles County, California",4436,398600,44425,46.4,575
06037432202,"Census Tract 4322.02, Los Angeles County, California",4340,412500,52067,51.1,637
06037432300,"Census Tract 4323, Los Angeles County, California",4046,392500,60000,63.1,243
06037432401,"Census Tract 4324.01, Los Angeles County, California",4205,365500,39744,50.9,1326
06037432402,"Census Tract 4324.02, Los Angeles County, California",6525,364200,34461,50.1,1903
06037432500,"Census Tract 4325, Los Angeles County, California",8320,353500,52531,54.4,1205
06037432601,"Census Tract 4326.01, Los Angeles County, California",6688,389200,45399,51.7,1542
06037432602,"Census Tract 4326.02, Los Angeles County, California",4412,363100,58598,53.7,626
06037432700,"Census Tract 4327, Los Angeles County, California",5285,345000,40288,51.4,1069
06037432801,"Census Tract 4328.01, Los Angeles County, California",3081,313700,28796,42,582
06037432802,"Census Tract 4328.02, Los Angeles County, California",5530,324300,30482,47.9,1664
06037432901,"Census Tract 4329.01, Los Angeles County, California",4870,414100,53885,53.8,882
06037432902,"Census Tract 4329.02, Los Angeles County, California",3605,453600,66801,51.9,381
06037433101,"Census Tract 4331.01, Los Angeles County, California",2648,365300,58015,51.3,336
06037433102,"Census Tract 4331.02, Los Angeles County, California",4673,352500,33940,56.3,1511
06037433200,"Census Tract 4332, Los Angeles County, California",5917,356500,37530,53.8,1302
06037433302,"Census Tract 4333.02, Los Angeles County, California",1884,287100,33594,49.1,559
06037433304,"Census Tract 4333.04, Los Angeles County, California",4638,340000,31995,49.9,942
06037433305,"Census Tract 4333.05, Los Angeles County, California",4922,340800,33347,53.1,2060
06037433306,"Census Tract 4333.06, Los Angeles County, California",3592,281600,41651,51.7,896
06037433307,"Census Tract 4333.07, Los Angeles County, California",3119,336800,52399,52.7,654
06037433401,"Census Tract 4334.01, Los Angeles County, California",2798,340000,44583,60.3,568
06037433402,"Census Tract 4334.02, Los Angeles County, California",4597,388900,31875,48.2,1457
06037433403,"Census Tract 4334.03, Los Angeles County, California",4702,353700,28724,52.6,1569
06037433501,"Census Tract 4335.01, Los Angeles County, California",2017,15000,27074,59.2,762
06037433503,"Census Tract 4335.03, Los Angeles County, California",3416,357300,57500,61.9,466
06037433504,"Census Tract 4335.04, Los Angeles County, California",4719,261800,36452,55.2,1133
06037433601,"Census Tract 4336.01, Los Angeles County, California",4683,452100,43750,45.7,749
06037433602,"Census Tract 4336.02, Los Angeles County, California",2446,376200,39583,48.4,684
06037433700,"Census Tract 4337, Los Angeles County, California",3770,315000,54250,50.1,389
06037433801,"Census Tract 4338.01, Los Angeles County, California",5682,343700,38409,52.8,1570
06037433802,"Census Tract 4338.02, Los Angeles County, California",2788,336800,55700,54.4,341
06037433901,"Census Tract 4339.01, Los Angeles County, California",5484,321800,30505,57.6,1541
06037433902,"Census Tract 4339.02, Los Angeles County, California",3442,302200,41701,50.7,598
06037434001,"Census Tract 4340.01, Los Angeles County, California",4717,306700,38281,45.3,1057
06037434003,"Census Tract 4340.03, Los Angeles County, California",4770,368200,47271,51.8,1153
06037434004,"Census Tract 4340.04, Los Angeles County, California",2822,341200,59671,53.3,420
06037460000,"Census Tract 4600, Los Angeles County, California",4609,716100,112202,60.4,319
06037460100,"Census Tract 4601, Los Angeles County, California",6085,716800,101125,55.1,614
06037460200,"Census Tract 4602, Los Angeles County, California",5233,522100,85530,60.5,335
06037460301,"Census Tract 4603.01, Los Angeles County, California",4552,538400,100287,59.8,269
06037460302,"Census Tract 4603.02, Los Angeles County, California",4672,413400,75347,58.5,1115
06037460401,"Census Tract 4604.01, Los Angeles County, California",1142,566700,90859,57,173
06037460501,"Census Tract 4605.01, Los Angeles County, California",5740,"1000000",162188,55.4,109
06037460502,"Census Tract 4605.02, Los Angeles County, California",4208,"1000000",161250,60.5,172
06037460600,"Census Tract 4606, Los Angeles County, California",4513,"1000000",145938,56.1,14
06037460700,"Census Tract 4607, Los Angeles County, California",5137,"1000000",196500,49.9,78
06037460800,"Census Tract 4608, Los Angeles County, California",3177,"1000000",182112,63.2,83
06037460900,"Census Tract 4609, Los Angeles County, California",6579,376800,51155,57,983
06037461000,"Census Tract 4610, Los Angeles County, California",6506,396400,60250,56.2,803
06037461100,"Census Tract 4611, Los Angeles County, California",5617,513300,65208,59.6,634
06037461200,"Census Tract 4612, Los Angeles County, California",4716,731500,116033,62.7,313
06037461300,"Census Tract 4613, Los Angeles County, California",6866,602400,73558,59.7,625
06037461400,"Census Tract 4614, Los Angeles County, California",3352,617200,70139,58.3,397
06037461501,"Census Tract 4615.01, Los Angeles County, California",3934,446900,68872,64.5,492
06037461502,"Census Tract 4615.02, Los Angeles County, California",7147,366400,41196,45.6,1688
06037461600,"Census Tract 4616, Los Angeles County, California",5391,424200,54125,57.4,986
06037461700,"Census Tract 4617, Los Angeles County, California",1564,667400,111141,57.3,174
06037461901,"Census Tract 4619.01, Los Angeles County, California",4821,446600,48483,61.6,999
06037461902,"Census Tract 4619.02, Los Angeles County, California",1336,452900,49800,59,246
06037462001,"Census Tract 4620.01, Los Angeles County, California",4295,465800,44267,64,809
06037462002,"Census Tract 4620.02, Los Angeles County, California",4115,494500,38689,59.4,502
06037462100,"Census Tract 4621, Los Angeles County, California",5142,572500,50538,65.3,690
06037462201,"Census Tract 4622.01, Los Angeles County, California",3828,408800,30335,45.1,944
06037462202,"Census Tract 4622.02, Los Angeles County, California",2911,507600,50875,57.4,682
06037462301,"Census Tract 4623.01, Los Angeles County, California",5075,414300,43807,51.9,1002
06037462302,"Census Tract 4623.02, Los Angeles County, California",2487,407400,66614,69,410
06037462400,"Census Tract 4624, Los Angeles County, California",4415,623100,66667,62.3,506
06037462500,"Census Tract 4625, Los Angeles County, California",5911,613100,94775,61.7,485
06037462600,"Census Tract 4626, Los Angeles County, California",2342,729800,106765,51.9,176
06037462700,"Census Tract 4627, Los Angeles County, California",5227,488700,54947,64.1,366
06037462800,"Census Tract 4628, Los Angeles County, California",2727,622300,60149,63.8,439
06037462900,"Census Tract 4629, Los Angeles County, California",3863,578800,88750,60.2,349
06037463000,"Census Tract 4630, Los Angeles County, California",2334,653300,107464,59.3,190
06037463101,"Census Tract 4631.01, Los Angeles County, California",2262,542600,64886,64.2,241
06037463102,"Census Tract 4631.02, Los Angeles County, California",3793,710100,73819,56.4,727
06037463200,"Census Tract 4632, Los Angeles County, California",3524,717600,72386,52.6,398
06037463300,"Census Tract 4633, Los Angeles County, California",2147,687700,99688,67.1,64
06037463400,"Census Tract 4634, Los Angeles County, California",5295,663100,80891,68.6,355
06037463500,"Census Tract 4635, Los Angeles County, California",5958,434700,62658,54.1,693
06037463601,"Census Tract 4636.01, Los Angeles County, California",5965,425100,73158,73.3,547
06037463602,"Census Tract 4636.02, Los Angeles County, California",5620,430400,56000,61.6,1112
06037463700,"Census Tract 4637, Los Angeles County, California",2636,737400,104677,58.8,311
06037463800,"Census Tract 4638, Los Angeles County, California",3741,859800,151438,62.3,101
06037463900,"Census Tract 4639, Los Angeles County, California",3498,755200,102083,55.7,147
06037464000,"Census Tract 4640, Los Angeles County, California",5917,877900,108242,73.8,306
06037464100,"Census Tract 4641, Los Angeles County, California",7205,"1000000",158699,51.9,333
06037464200,"Census Tract 4642, Los Angeles County, California",6000,"1000000",119032,53.3,377
06037480002,"Census Tract 4800.02, Los Angeles County, California",3452,691700,120673,63.9,108
06037480011,"Census Tract 4800.11, Los Angeles County, California",5479,480400,56677,62,650
06037480012,"Census Tract 4800.12, Los Angeles County, California",5060,598700,60847,61.9,387
06037480101,"Census Tract 4801.01, Los Angeles County, California",4359,620900,72770,61.4,328
06037480102,"Census Tract 4801.02, Los Angeles County, California",4584,565700,89978,61.2,280
06037480201,"Census Tract 4802.01, Los Angeles County, California",4157,689500,111250,59.8,40
06037480202,"Census Tract 4802.02, Los Angeles County, California",2649,654000,103114,61.8,43
06037480302,"Census Tract 4803.02, Los Angeles County, California",4447,546700,65984,63.7,698
06037480303,"Census Tract 4803.03, Los Angeles County, California",4253,453500,49455,55.8,889
06037480304,"Census Tract 4803.04, Los Angeles County, California",4238,372600,41019,59.6,960
06037480400,"Census Tract 4804, Los Angeles County, California",5554,516300,71615,62.9,481
06037480500,"Census Tract 4805, Los Angeles County, California",5424,982600,93981,66.7,221
06037480600,"Census Tract 4806, Los Angeles County, California",7578,720700,70833,68.5,752
06037480702,"Census Tract 4807.02, Los Angeles County, California",4755,860000,106354,60.5,187
06037480703,"Census Tract 4807.03, Los Angeles County, California",3205,704700,98510,71.1,124
06037480704,"Census Tract 4807.04, Los Angeles County, California",4785,732100,75000,65.6,427
06037480802,"Census Tract 4808.02, Los Angeles County, California",3164,481700,63456,55.6,236
06037480803,"Census Tract 4808.03, Los Angeles County, California",3545,484700,69777,62.7,166
06037480804,"Census Tract 4808.04, Los Angeles County, California",5660,425200,56275,62.4,794
06037480901,"Census Tract 4809.01, Los Angeles County, California",4350,425300,45865,55.6,554
06037480902,"Census Tract 4809.02, Los Angeles County, California",3808,383100,36159,58.6,807
06037480903,"Census Tract 4809.03, Los Angeles County, California",2904,464300,60347,59.3,427
06037481001,"Census Tract 4810.01, Los Angeles County, California",4169,411800,44028,51,545
06037481002,"Census Tract 4810.02, Los Angeles County, California",5674,450200,52083,61.7,831
06037481101,"Census Tract 4811.01, Los Angeles County, California",4086,412200,46742,57.1,459
06037481102,"Census Tract 4811.02, Los Angeles County, California",3536,360300,45479,58.7,729
06037481103,"Census Tract 4811.03, Los Angeles County, California",4903,495500,55234,55.7,499
06037481201,"Census Tract 4812.01, Los Angeles County, California",3640,573700,44482,59.2,288
06037481202,"Census Tract 4812.02, Los Angeles County, California",5254,462000,55435,63.6,811
06037481300,"Census Tract 4813, Los Angeles County, California",3429,467300,51339,55.4,503
06037481401,"Census Tract 4814.01, Los Angeles County, California",6132,547300,48300,56.3,900
06037481402,"Census Tract 4814.02, Los Angeles County, California",7204,510800,43242,55.6,1174
06037481500,"Census Tract 4815, Los Angeles County, California",4252,479300,60488,49.8,623
06037481603,"Census Tract 4816.03, Los Angeles County, California",3874,526000,44657,63,549
06037481604,"Census Tract 4816.04, Los Angeles County, California",3907,488300,48864,60.3,478
06037481605,"Census Tract 4816.05, Los Angeles County, California",3234,501900,54805,63,513
06037481606,"Census Tract 4816.06, Los Angeles County, California",4675,474600,42989,61.1,1024
06037481711,"Census Tract 4817.11, Los Angeles County, California",4465,407300,39331,49.1,1031
06037481712,"Census Tract 4817.12, Los Angeles County, California",4825,457800,44394,51.1,1324
06037481713,"Census Tract 4817.13, Los Angeles County, California",2686,562200,44750,51,520
06037481714,"Census Tract 4817.14, Los Angeles County, California",2661,426600,27201,46.9,863
06037481800,"Census Tract 4818, Los Angeles County, California",2718,534500,72829,51,191
06037481901,"Census Tract 4819.01, Los Angeles County, California",5721,553600,68731,58.5,460
06037481902,"Census Tract 4819.02, Los Angeles County, California",3652,442000,58500,60.6,339
06037482001,"Census Tract 4820.01, Los Angeles County, California",2757,593000,92407,44,249
06037482002,"Census Tract 4820.02, Los Angeles County, California",6896,571200,63073,54.3,1120
06037482101,"Census Tract 4821.01, Los Angeles County, California",4983,430600,61466,57.4,622
06037482102,"Census Tract 4821.02, Los Angeles County, California",3010,551600,63355,52.9,211
06037482201,"Census Tract 4822.01, Los Angeles County, California",3992,523000,60116,52.5,586
06037482202,"Census Tract 4822.02, Los Angeles County, California",4964,392200,48638,57.6,695
06037482301,"Census Tract 4823.01, Los Angeles County, California",5359,408700,47281,56.4,1272
06037482303,"Census Tract 4823.03, Los Angeles County, California",6165,463600,45302,52.9,1338
06037482304,"Census Tract 4823.04, Los Angeles County, California",3518,535000,33828,52.9,753
06037482401,"Census Tract 4824.01, Los Angeles County, California",3876,386600,43482,54.6,686
06037482402,"Census Tract 4824.02, Los Angeles County, California",7186,373200,49076,54.4,834
06037482502,"Census Tract 4825.02, Los Angeles County, California",2848,455800,31969,43.4,820
06037482503,"Census Tract 4825.03, Los Angeles County, California",4514,368600,47684,47,1302
06037482521,"Census Tract 4825.21, Los Angeles County, California",5555,400000,54211,49.2,840
06037482522,"Census Tract 4825.22, Los Angeles County, California",4371,299100,60353,55.9,411
06037482600,"Census Tract 4826, Los Angeles County, California",6753,485500,79235,51.6,609
06037482701,"Census Tract 4827.01, Los Angeles County, California",4525,447900,61413,56,316
06037482702,"Census Tract 4827.02, Los Angeles County, California",2387,450200,66176,45.1,286
06037482800,"Census Tract 4828, Los Angeles County, California",4234,452700,61840,48.2,489
06037500100,"Census Tract 5001, Los Angeles County, California",3365,793000,119395,55.5,111
06037500201,"Census Tract 5002.01, Los Angeles County, California",6098,588600,112663,54.2,233
06037500202,"Census Tract 5002.02, Los Angeles County, California",5030,795700,130114,51.2,218
06037500300,"Census Tract 5003, Los Angeles County, California",3251,540600,94680,62,275
06037500402,"Census Tract 5004.02, Los Angeles County, California",4093,310500,41940,56.9,617
06037500403,"Census Tract 5004.03, Los Angeles County, California",4404,337600,55027,48.7,571
06037500404,"Census Tract 5004.04, Los Angeles County, California",4948,357700,68560,53.4,619
06037500500,"Census Tract 5005, Los Angeles County, California",3019,192900,49183,50.9,203
06037500600,"Census Tract 5006, Los Angeles County, California",6064,325500,47935,52.4,1511
06037500700,"Census Tract 5007, Los Angeles County, California",6685,344200,67596,53.1,665
06037500800,"Census Tract 5008, Los Angeles County, California",5363,337400,51544,56.7,752
06037500900,"Census Tract 5009, Los Angeles County, California",5631,335300,53159,55.5,1295
06037501001,"Census Tract 5010.01, Los Angeles County, California",2655,304300,54250,54.5,145
06037501002,"Census Tract 5010.02, Los Angeles County, California",4961,340900,69541,61.5,297
06037501200,"Census Tract 5012, Los Angeles County, California",5095,385200,62026,57.7,514
06037501300,"Census Tract 5013, Los Angeles County, California",7480,360800,75074,61.9,849
06037501400,"Census Tract 5014, Los Angeles County, California",4082,349400,44985,59.6,782
06037501501,"Census Tract 5015.01, Los Angeles County, California",2227,485400,91307,58.7,123
06037501503,"Census Tract 5015.03, Los Angeles County, California",4924,565900,56220,65.8,729
06037501504,"Census Tract 5015.04, Los Angeles County, California",3650,485700,35844,50.9,982
06037501600,"Census Tract 5016, Los Angeles County, California",7510,620500,86782,56.3,486
06037501700,"Census Tract 5017, Los Angeles County, California",3886,480500,73427,51.8,432
06037501802,"Census Tract 5018.02, Los Angeles County, California",3545,421800,61228,64.3,442
06037501803,"Census Tract 5018.03, Los Angeles County, California",4707,336200,34898,53.9,1534
06037501804,"Census Tract 5018.04, Los Angeles County, California",2037,303100,44464,54.2,476
06037501900,"Census Tract 5019, Los Angeles County, California",4116,357900,74357,64.6,289
06037502003,"Census Tract 5020.03, Los Angeles County, California",2966,339900,55536,63.5,567
06037502004,"Census Tract 5020.04, Los Angeles County, California",3994,326700,63063,57.6,651
06037502005,"Census Tract 5020.05, Los Angeles County, California",4465,342100,75417,59.6,329
06037502100,"Census Tract 5021, Los Angeles County, California",5421,299700,51983,56.1,434
06037502200,"Census Tract 5022, Los Angeles County, California",6297,331000,62065,52.7,568
06037502301,"Census Tract 5023.01, Los Angeles County, California",6485,333300,59077,53.9,787
06037502302,"Census Tract 5023.02, Los Angeles County, California",2431,288200,35972,44.8,819
06037502401,"Census Tract 5024.01, Los Angeles County, California",4683,338700,62745,60.3,241
06037502402,"Census Tract 5024.02, Los Angeles County, California",3710,324600,72679,61,505
06037502500,"Census Tract 5025, Los Angeles County, California",3893,299900,50718,53.2,701
06037502601,"Census Tract 5026.01, Los Angeles County, California",7641,329000,71371,57.3,377
06037502602,"Census Tract 5026.02, Los Angeles County, California",4859,353400,57656,54.1,284
06037502700,"Census Tract 5027, Los Angeles County, California",6398,320000,51866,49.1,607
06037502801,"Census Tract 5028.01, Los Angeles County, California",6693,370200,80714,57.2,283
06037502802,"Census Tract 5028.02, Los Angeles County, California",2222,59200,29831,37.3,269
06037502901,"Census Tract 5029.01, Los Angeles County, California",5210,347400,80208,57.7,265
06037502902,"Census Tract 5029.02, Los Angeles County, California",4247,344800,52569,48.7,1199
06037503000,"Census Tract 5030, Los Angeles County, California",5942,289700,48645,57,1432
06037503103,"Census Tract 5031.03, Los Angeles County, California",5215,298400,73685,61.7,499
06037503104,"Census Tract 5031.04, Los Angeles County, California",2790,281100,62679,56.1,591
06037503105,"Census Tract 5031.05, Los Angeles County, California",3977,313600,63514,52,428
06037503106,"Census Tract 5031.06, Los Angeles County, California",3753,329000,59536,53.6,240
06037503201,"Census Tract 5032.01, Los Angeles County, California",4201,375700,84896,51.4,175
06037503202,"Census Tract 5032.02, Los Angeles County, California",4715,325700,62396,54,788
06037503301,"Census Tract 5033.01, Los Angeles County, California",3220,358900,87857,60.7,100
06037503302,"Census Tract 5033.02, Los Angeles County, California",6616,368500,53480,62,727
06037503401,"Census Tract 5034.01, Los Angeles County, California",6512,398500,83177,64.3,511
06037503402,"Census Tract 5034.02, Los Angeles County, California",4568,413100,76964,55.7,181
06037503501,"Census Tract 5035.01, Los Angeles County, California",6582,344600,67891,62.5,876
06037503502,"Census Tract 5035.02, Los Angeles County, California",4149,353200,68170,54.9,352
06037503601,"Census Tract 5036.01, Los Angeles County, California",4144,379600,87460,58.5,152
06037503602,"Census Tract 5036.02, Los Angeles County, California",3632,528200,109471,58.6,298
06037503701,"Census Tract 5037.01, Los Angeles County, California",5274,395700,63969,61.4,274
06037503702,"Census Tract 5037.02, Los Angeles County, California",5254,388000,80625,61.2,263
06037503703,"Census Tract 5037.03, Los Angeles County, California",7513,482200,77981,52.1,445
06037503801,"Census Tract 5038.01, Los Angeles County, California",4344,379500,82042,57.1,478
06037503802,"Census Tract 5038.02, Los Angeles County, California",5039,364700,83938,59.5,451
06037503901,"Census Tract 5039.01, Los Angeles County, California",3073,397700,91851,55.2,186
06037503902,"Census Tract 5039.02, Los Angeles County, California",4535,388800,83088,55.2,160
06037504001,"Census Tract 5040.01, Los Angeles County, California",5420,409500,73605,51,160
06037504002,"Census Tract 5040.02, Los Angeles County, California",5429,408600,72179,53.9,345
06037504101,"Census Tract 5041.01, Los Angeles County, California",5625,325300,55288,57.6,571
06037504102,"Census Tract 5041.02, Los Angeles County, California",0,0,0,0,0
06037530003,"Census Tract 5300.03, Los Angeles County, California",2962,469600,72784,43.2,157
06037530004,"Census Tract 5300.04, Los Angeles County, California",4079,420400,60511,57.9,513
06037530005,"Census Tract 5300.05, Los Angeles County, California",4757,488900,64583,44.5,286
06037530006,"Census Tract 5300.06, Los Angeles County, California",3782,552900,60625,58.2,337
06037530101,"Census Tract 5301.01, Los Angeles County, California",5749,381000,32290,46.4,1208
06037530102,"Census Tract 5301.02, Los Angeles County, California",4746,357800,32917,43.2,800
06037530202,"Census Tract 5302.02, Los Angeles County, California",4153,372700,44805,51.7,260
06037530203,"Census Tract 5302.03, Los Angeles County, California",3190,357000,48144,65.8,344
06037530204,"Census Tract 5302.04, Los Angeles County, California",3839,332400,48155,55.2,695
06037530301,"Census Tract 5303.01, Los Angeles County, California",2476,280900,56550,56.5,369
06037530302,"Census Tract 5303.02, Los Angeles County, California",7021,288700,43352,53.6,1494
06037530400,"Census Tract 5304, Los Angeles County, California",4009,384300,23300,45.2,1306
06037530500,"Census Tract 5305, Los Angeles County, California",4694,303200,33286,49.6,1203
06037530601,"Census Tract 5306.01, Los Angeles County, California",3920,274700,47548,49.9,1095
06037530602,"Census Tract 5306.02, Los Angeles County, California",1457,285600,32500,50.8,277
06037530700,"Census Tract 5307, Los Angeles County, California",2110,316700,53967,51.6,633
06037530801,"Census Tract 5308.01, Los Angeles County, California",5943,250300,38638,47.5,2004
06037530802,"Census Tract 5308.02, Los Angeles County, California",3344,262500,48716,53.2,837
06037530901,"Census Tract 5309.01, Los Angeles County, California",4089,299500,39904,60.4,965
06037530902,"Census Tract 5309.02, Los Angeles County, California",4690,262500,21996,46.2,1611
06037531000,"Census Tract 5310, Los Angeles County, California",5151,237000,39714,57.6,1075
06037531101,"Census Tract 5311.01, Los Angeles County, California",4547,305500,39444,51.1,1053
06037531102,"Census Tract 5311.02, Los Angeles County, California",2916,233100,32768,53.9,775
06037531201,"Census Tract 5312.01, Los Angeles County, California",5344,296400,40241,52.9,1395
06037531202,"Census Tract 5312.02, Los Angeles County, California",3983,265700,37625,55.7,1094
06037531301,"Census Tract 5313.01, Los Angeles County, California",5729,275000,33386,53.3,1982
06037531302,"Census Tract 5313.02, Los Angeles County, California",7029,308000,36971,54.3,2553
06037531502,"Census Tract 5315.02, Los Angeles County, California",3756,183700,40490,56.3,1092
06037531503,"Census Tract 5315.03, Los Angeles County, California",3526,267300,33602,52.9,1295
06037531504,"Census Tract 5315.04, Los Angeles County, California",4678,314900,34929,50.6,1225
06037531602,"Census Tract 5316.02, Los Angeles County, California",4994,301400,35474,53,1288
06037531603,"Census Tract 5316.03, Los Angeles County, California",3813,304700,50804,44.3,827
06037531604,"Census Tract 5316.04, Los Angeles County, California",3768,311000,31803,53.6,1226
06037531701,"Census Tract 5317.01, Los Angeles County, California",5494,265000,40875,60.6,1247
06037531702,"Census Tract 5317.02, Los Angeles County, California",4799,352800,38141,61.2,973
06037531800,"Census Tract 5318, Los Angeles County, California",4668,336400,41620,47.8,1053
06037531901,"Census Tract 5319.01, Los Angeles County, California",7055,309300,42056,58.7,1679
06037531902,"Census Tract 5319.02, Los Angeles County, California",3864,278900,35924,60.3,755
06037532001,"Census Tract 5320.01, Los Angeles County, California",3400,334200,36891,42.6,748
06037532002,"Census Tract 5320.02, Los Angeles County, California",3109,304600,40954,59.5,591
06037532101,"Census Tract 5321.01, Los Angeles County, California",6511,356900,40041,51.7,1576
06037532102,"Census Tract 5321.02, Los Angeles County, California",3498,347400,61250,60.3,404
06037532200,"Census Tract 5322, Los Angeles County, California",6645,349100,47941,57.9,1537
06037532302,"Census Tract 5323.02, Los Angeles County, California",4598,302000,47553,48,695
06037532303,"Census Tract 5323.03, Los Angeles County, California",4455,320700,53493,48.2,640
06037532304,"Census Tract 5323.04, Los Angeles County, California",4682,352700,45202,43.8,1408
06037532400,"Census Tract 5324, Los Angeles County, California",60,0,32188,61.8,12
06037532500,"Census Tract 5325, Los Angeles County, California",3843,244200,43260,59.8,892
06037532603,"Census Tract 5326.03, Los Angeles County, California",3442,368400,35950,52.6,1299
06037532604,"Census Tract 5326.04, Los Angeles County, California",3003,295200,43125,55.1,638
06037532605,"Census Tract 5326.05, Los Angeles County, California",4305,235600,26875,56.8,1120
06037532606,"Census Tract 5326.06, Los Angeles County, California",4525,288200,30957,52.8,1432
06037532700,"Census Tract 5327, Los Angeles County, California",2742,223300,32949,59.1,716
06037532800,"Census Tract 5328, Los Angeles County, California",4152,275600,31583,53.6,1694
06037532900,"Census Tract 5329, Los Angeles County, California",6471,267800,37443,52.9,2401
